amendment_number,document_id,target_element,authors,diff_type,diff_summary,justification,themes_ai,themes_regex
301,ITRE-AM-746920,Article 10 – paragraph 15,Ignazio Corrao,modification,"CHANGED: 'ofimplementingacts,' -> 'ofdelegatedacts,' | CHANGED: 'I.Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 51(2).' -> 'I.'",,supply_chain_security_obligations,supply_chain_security_obligations
302,ITRE-AM-746920,Article 10 – paragraph 15,Evžen Tošenovský,modification,"CHANGED: 'may, by' -> 'may,after consulting the Cyber Resilience Expert Group, ADCO, ENISA, and, where necessary, other relevant stakeholders,b' | CHANGED: 'ofimplementing acts,' -> 'ofguidelines,' | CHANGED: 'the format' -> 'therecommendedformat' | CHANGED: 'thesoftware bill of materialsset' -> 'theSBOMsset' | CHANGED: 'I. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 51(2).' -> 'I, based on international standards and established b",,supply_chain_security_obligations,vulnerability_disclosure_and_incident_reporting
303,ITRE-AM-746920,Article 10 – paragraph 15,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'ofimplementingacts,' -> 'ofdelegatedacts,' | CHANGED: 'Thoseimplementingacts' -> 'Thosedelegatedacts' | CHANGED: 'withthe examination procedure referred to inArticle51(2).' -> 'with Article50.'",,supply_chain_security_obligations,supply_chain_security_obligations
304,ITRE-AM-746920,Article 10 a (new),Evžen Tošenovský,insertion,"NEW: 3. Natural or legal persons shall be able to report, anonymously where they so request, a vulnerability of product with digital elements to the CSIRT designated as coordinator. The CSIRT designated as coordinator shall without undue delay notify the manufacturer, ensure that diligent follow-up action is carried out with regard to the reported vulnerability and shall ensure the anonymity of the nat",,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting
305,ITRE-AM-746920,Article 11 – title,Evžen Tošenovský,modification,CHANGED: 'Reportingobligations of manufacturers' -> 'Reportingof incidents',,vulnerability_disclosure_and_incident_reporting,
306,ITRE-AM-746920,Article 11 – paragraph 1,Evžen Tošenovský,deletion,"DELETED: 1.The manufacturer shall, without undue delay and in any event within 24 hours of becoming aware of it, notify to ENISA any actively exploited vulnerability contained in the product with digital elements. The notification shall include details concerning that vulnerability and, where applicable, any corrective or mitigating measures taken. ENISA shall, without undue delay, unless for justified cyb",,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; interface_with_sectoral_legislation
307,ITRE-AM-746920,Article 11 – paragraph 1,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,"CHANGED: 'anyactivelyexploited' -> 'anyknownexploited' | CHANGED: 'elements.' -> 'elementsin accordance with paragraph 1a of this Article.' | CHANGED: 'Directive[Directive XXX/XXXX (NIS2)]of' -> 'Directive(EU) 2022/2555 (NIS2)of' | CHANGED: 'vulnerability.' -> 'vulnerability.Where a notified vulnerability has no corrective or mitigating measures available, ENISA shall ensure that'","The timetable for reporting and information to be included are aligned with NIS 2 (paragraph 1a). In order to mitigate the possibility of further cybersecurity risks, information about unpatched vulne",vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; interface_with_sectoral_legislation
308,ITRE-AM-746920,Article 11 – paragraph 1,Ignazio Corrao,modification,"CHANGED: 'taken.' -> 'takenand the recommended risk mitigation measures.' | CHANGED: 'thenotifiedvulnerability.' -> 'theexistence of avulnerabilityand where applicable, the potential risk mitigation measures.'",,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; interface_with_sectoral_legislation
309,ITRE-AM-746920,Article 11 – paragraph 1,Bart Groothuis,modification,"CHANGED: 'within24hoursof becoming aware of it,' -> 'within72hoursafter the patch is publicly available,' | CHANGED: 'toENISA' -> 'toCSIRT Network' | CHANGED: 'actively exploited vulnerabilitycontained' -> 'new patched vulnerabilitiescontained' | CHANGED: 'elements.' -> 'elementsthat may be actively exploited and pose a significant cybersecurity risk.' | CHANGED: 'include details' -> 'includebasicdetails'","Mandatory reporting of unpatched exploited vulnerabilities to ENISA is dangerous as these vulnerabilities can be exploited, and against coordinated vulnerability disclosure processes. In no case shoul",vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; support_period_and_lifecycle_obligations; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; standardisation_and_harmonised_standards; interface_with_sectoral_legislation
310,ITRE-AM-746920,Article 11 – paragraph 1 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,NEW: (iii) details about the security update or other corrective measures that have been made available to remedy the vulnerability.,Alignment with NIS-2 Directive.,vulnerability_disclosure_and_incident_reporting,essential_cybersecurity_requirements; support_period_and_lifecycle_obligations
311,ITRE-AM-746920,Article 11 – paragraph 1 a (new),Angelika Niebler,insertion,"NEW: 1a.Manufacturers shall submit to ENISA a vulnerability notification within 72 hours of becoming aware of the actively exploited vulnerability, which, where applicable, shall update the information that was given in the early warning, especially on the corrective or mitigating measures taken.",,vulnerability_disclosure_and_incident_reporting,essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting
312,ITRE-AM-746920,Article 11 – paragraph 1 b (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: 1b.Once a security update has been made available, or an appropriate corrective or mitigation measure has been implemented, ENISA shall add the notified vulnerability to the European vulnerability database referred to in Article 12 of Directive [Directive 2022/2555 (NIS2)].",,vulnerability_disclosure_and_incident_reporting,essential_cybersecurity_requirements; support_period_and_lifecycle_obligations; vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation
313,ITRE-AM-746920,Article 11 – paragraph 2,Evžen Tošenovský,insertion,"NEW: On a voluntary basis, the manufacturer may notify also other than significant incidents, cyber threats and near misses.",,vulnerability_disclosure_and_incident_reporting,vulnerability_disclosure_and_incident_reporting
314,ITRE-AM-746920,Article 11 – paragraph 2,Bart Groothuis,modification,"CHANGED: 'shall,without undue delay and' -> 'shall, notifythe designated CSIRT or single point of contact,' | ADDED: 'accordance to the procedure of Directive [Directive XXX.XXXX NIS2],' | CHANGED: 'event within 24 hours of becoming aware of it,notifyto ENISA anyincident' -> 'significantincident' | CHANGED: 'elements.ENISAshall,' -> 'elements.The single point of contactshall,'","This is to align with the reporting procedure under the NIS2 to avoid conflicting reporting requirements. Alternatively, it could inform the CSIRT network directly.",vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; interface_with_sectoral_legislation
315,ITRE-AM-746920,Article 11 – paragraph 2,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Angelika Niebler,modification,"CHANGED: 'shall, without undue delay and in any event within 24 hours of becoming aware of it,notify' -> 'shall notify' | CHANGED: 'any incident' -> 'anysignificantincident' | CHANGED: 'elements.' -> 'elementsin accordance with paragraph 2b of this Article.' | CHANGED: 'Directive[Directive XXX/XXXX (NIS2)]of' -> 'Directive(EU) 2022/2555 (NIS2)of' | CHANGED: 'notified incidents. The incident' -> 'notifiedsignificantincidents. Thesignificantincident'","Following the approach in NIS 2, only significant incidents should be reported on a mandatory basis. In this regard, the timetable for notifications should also be aligned in paragraph 2b.",vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; interface_with_sectoral_legislation
316,ITRE-AM-746920,Article 11 – paragraph 2 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,NEW: (b) it has affected or is capable of affecting other natural or legal persons by causing considerable material or non-material damage.,"Aligning the Article with NIS2 definition of significant incident. Only significant incidents affecting the security of the product should be reported on a mandatory basis, to avoid overburdening manu",vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation
317,ITRE-AM-746920,Article 11 – paragraph 2 a (new),Evžen Tošenovský,insertion,NEW: (b) it has affected or is capable of affecting other natural or legal persons by causing considerable material or non-material damage.,,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,
